,fuel
126.0,1818.1599999999999
126.5,1819.6899999999996
127.0,1821.1599999999996
127.5,1824.0899999999995
128.0,1824.9299999999994
128.5,1825.9899999999993
129.0,1826.4899999999993
129.5,1826.5899999999992
130.0,1827.8599999999994
130.5,1830.4399999999994
131.0,1832.3899999999992
131.5,1833.759999999999
132.0,1833.9899999999989
132.5,1833.9899999999989
133.0,1833.9899999999989
133.5,1834.1199999999988
134.0,1834.539999999999
134.5,1835.1399999999987
135.0,1836.2899999999988
135.5,1837.1999999999991
136.0,1838.939999999999
136.5,1839.399999999999
137.0,1839.859999999999
137.5,1839.859999999999
138.0,1839.859999999999
138.5,1840.369999999999
139.0,1841.419999999999
139.5,1841.9699999999991
140.0,1842.229999999999
140.5,1843.8899999999992
141.0,1844.2199999999991
141.5,1845.6099999999992
142.0,1845.9599999999991
142.5,1851.2799999999988
143.0,1853.3699999999985
143.5,1855.369999999999
144.0,1858.4799999999989
144.5,1859.3499999999988
145.0,1859.809999999999
145.5,1861.4199999999987
146.0,1862.7899999999988
146.5,1864.7199999999987
147.0,1867.7799999999988
147.5,1869.6199999999985
148.0,1870.7599999999986
148.5,1871.3999999999985
149.0,1873.4699999999984
149.5,1874.7799999999986
150.0,1876.0599999999988
150.5,1877.3099999999986
151.0,1878.0899999999986
151.5,1878.1899999999985
152.0,1878.9599999999984
152.5,1879.3299999999983
153.0,1879.9199999999985
153.5,1880.3399999999983
154.0,1880.7199999999984
154.5,1881.4099999999983
155.0,1881.8599999999983
155.5,1881.9599999999982
156.0,1881.9899999999982
156.5,1882.3499999999983
157.0,1882.9399999999985
157.5,1883.3599999999983
158.0,1885.1199999999983
158.5,1886.6699999999985
159.0,1888.8699999999983
159.5,1889.9399999999982
160.0,1891.2199999999984
160.5,1891.9499999999982
161.0,1891.9499999999982
161.5,1893.1599999999983
162.0,1894.8699999999983
162.5,1894.8999999999983
163.0,1894.8999999999983
163.5,1895.7299999999982
164.0,1897.4599999999982
164.5,1897.4599999999982
165.0,1897.7099999999982
165.5,1899.119999999998
166.0,1900.1399999999983
166.5,1900.5299999999982
167.0,1900.7599999999982
167.5,1901.4599999999982
168.0,1901.849999999998
168.5,1903.829999999998
169.0,1904.629999999998
169.5,1905.269999999998
170.0,1905.9299999999982
170.5,1908.669999999998
171.0,1909.729999999998
171.5,1910.9299999999978
172.0,1911.8799999999978
172.5,1912.6099999999976
173.0,1913.779999999998
173.5,1915.8999999999978
174.0,1916.609999999998
174.5,1916.869999999998
175.0,1916.869999999998
175.5,1916.869999999998
176.0,1916.9899999999982
176.5,1918.079999999998
177.0,1918.7599999999982
177.5,1919.579999999998
178.0,1920.159999999998
178.5,1921.2699999999982
179.0,1922.409999999998
179.5,1923.749999999998
180.0,1925.249999999998
180.5,1927.169999999998
181.0,1927.939999999998
181.5,1928.3899999999978
182.0,1929.1399999999978
182.5,1929.179999999998
183.0,1929.3699999999978
183.5,1929.3699999999978
184.0,1929.599999999998
184.5,1929.959999999998
185.0,1930.5499999999981
185.5,1931.339999999998
186.0,1931.449999999998
186.5,1931.8399999999979
187.0,1932.039999999998
187.5,1932.4299999999978
188.0,1932.809999999998
188.5,1933.4199999999976
189.0,1934.5999999999976
189.5,1935.7699999999977
190.0,1936.3299999999977
190.5,1936.7699999999977
191.0,1936.7699999999977
191.5,1937.0599999999977
192.0,1937.6699999999976
192.5,1939.4499999999978
193.0,1940.1699999999976
193.5,1941.0299999999977
194.0,1942.5499999999977
194.5,1943.0899999999979
195.0,1943.9999999999977
195.5,1944.989999999998
196.0,1946.1199999999976
196.5,1948.059999999998
197.0,1949.0799999999977
197.5,1949.7099999999975
198.0,1950.8899999999976
198.5,1952.3399999999974
199.0,1953.2199999999978
199.5,1954.2399999999975
200.0,1954.6099999999976
200.5,1954.6099999999976
201.0,1954.6099999999976
201.5,1955.4999999999977
202.0,1956.2399999999977
202.5,1956.8599999999979
203.0,1958.499999999998
203.5,1958.8599999999979
204.0,1960.1799999999978
204.5,1962.3999999999978
205.0,1963.539999999998
205.5,1963.8399999999979
206.0,1964.7499999999977
206.5,1965.0799999999977
207.0,1965.5899999999979
207.5,1965.9399999999978
208.0,1965.9399999999978
208.5,1967.6499999999983
209.0,1968.3799999999983
209.5,1968.5699999999983
210.0,1969.2699999999982
210.5,1969.6999999999982
211.0,1969.6999999999982
211.5,1970.0499999999984
212.0,1970.1099999999983
212.5,1970.1099999999983
213.0,1970.2099999999982
213.5,1970.5699999999981
214.0,1971.1099999999983
214.5,1971.879999999998
215.0,1971.879999999998
215.5,1972.419999999998
216.0,1973.969999999998
216.5,1974.949999999998
217.0,1975.309999999998
217.5,1975.309999999998
218.0,1976.6399999999978
218.5,1977.3899999999978
219.0,1979.229999999998
219.5,1979.6199999999978
220.0,1979.7799999999977
220.5,1980.8299999999977
221.0,1981.8099999999977
221.5,1982.1799999999976
222.0,1983.4899999999977
222.5,1983.4899999999977
223.0,1983.7499999999977
223.5,1984.6099999999976
224.0,1985.5499999999977
224.5,1986.7599999999975
225.0,1990.0399999999977
225.5,1990.4199999999976
226.0,1991.2299999999977
226.5,1992.569999999998
227.0,1994.489999999998
227.5,1996.0499999999984
228.0,1996.3099999999984
228.5,1997.6999999999982
229.0,2001.2799999999984
229.5,2003.939999999998
230.0,2005.849999999998
230.5,2006.149999999998
231.0,2006.149999999998
231.5,2006.379999999998
232.0,2006.379999999998
232.5,2007.419999999998
233.0,2011.9699999999978
233.5,2012.1299999999978
234.0,2012.309999999998
234.5,2012.3899999999978
235.0,2012.919999999998
235.5,2013.659999999998
236.0,2014.0999999999979
236.5,2014.319999999998
237.0,2014.539999999998
237.5,2016.1099999999979
238.0,2016.479999999998
238.5,2016.479999999998
239.0,2018.0199999999982
239.5,2018.0199999999982
240.0,2018.2499999999982
240.5,2020.099999999998
241.0,2020.5199999999982
241.5,2020.5199999999982
242.0,2020.5199999999982
242.5,2021.029999999998
243.0,2021.7099999999982
243.5,2023.3099999999984
244.0,2024.0699999999981
244.5,2025.6399999999983
245.0,2026.2499999999982
245.5,2027.359999999998
246.0,2027.719999999998
246.5,2028.5199999999982
247.0,2029.399999999998
247.5,2029.759999999998
248.0,2029.799999999998
248.5,2029.819999999998
249.0,2030.6299999999978
249.5,2030.6299999999978
250.0,2030.6299999999978
250.5,2030.6299999999978
251.0,2031.3099999999981
251.5,2032.219999999998
252.0,2033.169999999998
252.5,2033.169999999998
253.0,2033.169999999998
253.5,2034.019999999998
254.0,2034.769999999998
254.5,2034.839999999998
255.0,2034.839999999998
255.5,2035.5699999999981
256.0,2036.3299999999979
256.5,2036.3299999999979
257.0,2036.3299999999979
257.5,2036.569999999998
258.0,2036.929999999998
258.5,2037.159999999998
259.0,2037.1699999999983
259.5,2037.1699999999983
260.0,2037.1699999999983
260.5,2037.1699999999983
261.0,2038.3999999999983
261.5,2039.129999999998
262.0,2040.409999999998
262.5,2042.0599999999981
263.0,2042.429999999998
263.5,2043.4099999999983
264.0,2044.1599999999983
264.5,2044.5399999999981
265.0,2044.9299999999982
265.5,2044.9299999999982
266.0,2045.4999999999982
266.5,2046.4899999999982
267.0,2046.4899999999982
267.5,2046.4999999999982
268.0,2046.4999999999982
268.5,2046.4999999999982
269.0,2046.4999999999982
269.5,2046.4999999999982
270.0,2046.4999999999982
270.5,2047.369999999998
271.0,2047.369999999998
271.5,2047.369999999998
272.0,2047.649999999998
272.5,2048.6399999999985
273.0,2049.789999999998
273.5,2051.309999999998
274.0,2052.729999999998
274.5,2054.009999999998
275.0,2054.009999999998
275.5,2054.009999999998
276.0,2054.009999999998
276.5,2054.009999999998
277.0,2054.009999999998
277.5,2054.599999999998
278.0,2054.599999999998
278.5,2054.599999999998
279.0,2054.599999999998
279.5,2054.929999999998
280.0,2054.929999999998
280.5,2055.019999999998
281.0,2055.049999999998
281.5,2055.049999999998
282.0,2055.049999999998
282.5,2055.049999999998
283.0,2055.049999999998
283.5,2055.049999999998
284.0,2055.049999999998
284.5,2055.049999999998
285.0,2055.049999999998
285.5,2055.049999999998
286.0,2056.489999999998
286.5,2056.489999999998
287.0,2056.489999999998
287.5,2056.489999999998
288.0,2056.489999999998
288.5,2057.059999999998
289.0,2057.4499999999985
289.5,2057.4499999999985
290.0,2057.4499999999985
290.5,2057.4499999999985
291.0,2058.0699999999983
291.5,2058.1899999999982
292.0,2058.5699999999983
292.5,2058.9499999999985
293.0,2058.9499999999985
293.5,2058.9499999999985
294.0,2058.9499999999985
294.5,2058.9499999999985
295.0,2058.9499999999985
295.5,2059.309999999998
296.0,2059.679999999998
296.5,2060.0899999999983
297.0,2060.479999999998
297.5,2060.479999999998
298.0,2060.479999999998
298.5,2060.479999999998
299.0,2060.479999999998
299.5,2061.079999999998
300.0,2061.079999999998
300.5,2061.539999999998
301.0,2061.909999999998
301.5,2062.289999999998
302.0,2062.679999999998
302.5,2062.759999999998
303.0,2062.759999999998
303.5,2063.219999999998
304.0,2063.219999999998
304.5,2063.219999999998
305.0,2063.599999999998
305.5,2063.599999999998
306.0,2063.599999999998
306.5,2063.9399999999982
307.0,2063.9399999999982
307.5,2063.9399999999982
308.0,2064.119999999998
308.5,2064.119999999998
309.0,2064.119999999998
309.5,2064.119999999998
310.0,2064.119999999998
310.5,2064.119999999998
311.0,2064.409999999998
311.5,2064.409999999998
312.0,2064.409999999998
312.5,2064.769999999998
313.0,2065.139999999998
313.5,2065.519999999998
314.0,2066.619999999998
314.5,2066.889999999998
315.0,2066.899999999998
315.5,2067.259999999998
316.0,2067.629999999998
316.5,2068.009999999998
317.0,2068.399999999998
317.5,2068.399999999998
318.0,2068.399999999998
318.5,2069.899999999998
319.0,2069.899999999998
319.5,2071.419999999998
320.0,2071.419999999998
320.5,2071.419999999998
321.0,2071.419999999998
321.5,2071.449999999998
322.0,2071.889999999998
322.5,2072.029999999998
323.0,2072.119999999998
323.5,2072.459999999998
324.0,2072.459999999998
324.5,2072.459999999998
325.0,2072.459999999998
325.5,2072.459999999998
326.0,2072.459999999998
326.5,2072.459999999998
327.0,2072.499999999998
327.5,2072.499999999998
328.0,2073.299999999998
328.5,2073.329999999998
329.0,2073.329999999998
329.5,2073.329999999998
330.0,2073.329999999998
330.5,2073.469999999998
331.0,2074.279999999998
331.5,2074.4999999999977
332.0,2074.4999999999977
332.5,2074.4999999999977
333.0,2074.4999999999977
333.5,2074.4999999999977
334.0,2074.4999999999977
334.5,2074.4999999999977
335.0,2074.4999999999977
335.5,2074.4999999999977
336.0,2074.4999999999977
336.5,2074.839999999998
337.0,2075.2199999999975
337.5,2075.2599999999975
338.0,2075.2599999999975
338.5,2076.529999999998
339.0,2076.529999999998
339.5,2076.529999999998
340.0,2076.529999999998
340.5,2077.909999999998
341.0,2077.909999999998
341.5,2077.909999999998
342.0,2077.909999999998
342.5,2077.909999999998
343.0,2077.909999999998
343.5,2077.909999999998
344.0,2077.909999999998
344.5,2077.909999999998
345.0,2077.909999999998
345.5,2078.079999999998
346.0,2078.079999999998
346.5,2078.079999999998
347.0,2078.079999999998
347.5,2078.079999999998
348.0,2078.079999999998
348.5,2078.079999999998
349.0,2078.079999999998
349.5,2078.079999999998
350.0,2078.079999999998
350.5,2078.079999999998
351.0,2078.079999999998
351.5,2078.079999999998
352.0,2078.079999999998
352.5,2078.079999999998
353.0,2078.329999999998
353.5,2078.339999999998
354.0,2078.719999999998
354.5,2079.109999999998
355.0,2079.109999999998
355.5,2079.109999999998
356.0,2079.109999999998
356.5,2079.109999999998
357.0,2079.109999999998
357.5,2079.109999999998
358.0,2079.109999999998
358.5,2079.109999999998
359.0,2079.109999999998
359.5,2079.109999999998
360.0,2079.109999999998
360.5,2079.109999999998
361.0,2079.109999999998
361.5,2080.2199999999984
362.0,2080.369999999998
362.5,2080.7399999999984
363.0,2080.7399999999984
363.5,2080.7399999999984
364.0,2080.7399999999984
364.5,2080.7399999999984
365.0,2080.7399999999984
365.5,2080.9299999999985
366.0,2080.9299999999985
366.5,2080.9299999999985
367.0,2080.9299999999985
367.5,2080.9299999999985
368.0,2080.9299999999985
368.5,2080.9299999999985
369.0,2080.9299999999985
369.5,2080.9299999999985
370.0,2080.9299999999985
370.5,2080.9299999999985
371.0,2080.9299999999985
371.5,2080.9299999999985
372.0,2080.9299999999985
372.5,2080.9299999999985
373.0,2080.9299999999985
373.5,2080.9299999999985
374.0,2080.9299999999985
374.5,2080.9299999999985
375.0,2080.9299999999985
375.5,2080.9299999999985
376.0,2080.9299999999985
376.5,2080.9299999999985
377.0,2080.9299999999985
377.5,2080.9299999999985
378.0,2080.9299999999985
378.5,2080.9299999999985
379.0,2080.9299999999985
379.5,2080.9299999999985
380.0,2080.9299999999985
380.5,2080.9299999999985
381.0,2080.9299999999985
381.5,2080.9299999999985
382.0,2080.9299999999985
382.5,2080.9299999999985
383.0,2080.9299999999985
383.5,2080.9299999999985
384.0,2080.9299999999985
384.5,2080.9299999999985
385.0,2080.9299999999985
385.5,2080.9299999999985
386.0,2080.9299999999985
386.5,2080.9299999999985
387.0,2080.9299999999985
387.5,2080.9299999999985
388.0,2080.9299999999985
388.5,2080.9299999999985
389.0,2080.9299999999985
389.5,2080.9299999999985
390.0,2080.9299999999985
390.5,2080.9299999999985
391.0,2080.9299999999985
391.5,2080.9299999999985
392.0,2080.9299999999985
392.5,2080.9299999999985
393.0,2080.9299999999985
393.5,2080.9299999999985
394.0,2080.9299999999985
394.5,2080.9299999999985
395.0,2080.9299999999985
395.5,2080.9299999999985
396.0,2080.9299999999985
396.5,2080.9299999999985
397.0,2080.9299999999985
397.5,2080.9299999999985
398.0,2080.9299999999985
398.5,2080.9299999999985
399.0,2080.9299999999985
399.5,2080.9299999999985
400.0,2080.9299999999985
400.5,2080.9299999999985
401.0,2080.9299999999985
401.5,2080.9299999999985
402.0,2080.9299999999985
402.5,2080.9299999999985
403.0,2080.9299999999985
403.5,2080.9299999999985
404.0,2080.9299999999985
404.5,2080.9299999999985
405.0,2080.9299999999985
405.5,2080.9299999999985
406.0,2080.9299999999985
406.5,2080.9299999999985
407.0,2080.9299999999985
407.5,2080.9299999999985
408.0,2080.9299999999985
408.5,2080.9299999999985
409.0,2080.9299999999985
409.5,2080.9299999999985
410.0,2080.9299999999985
410.5,2080.9299999999985
411.0,2080.9299999999985
411.5,2080.9299999999985
412.0,2080.9299999999985
412.5,2080.9299999999985
413.0,2080.9299999999985
413.5,2080.9299999999985
414.0,2080.9299999999985
414.5,2080.9299999999985
415.0,2080.9299999999985
415.5,2080.9299999999985
416.0,2080.9299999999985
416.5,2080.9299999999985
417.0,2080.9299999999985
417.5,2080.9299999999985
418.0,2080.9299999999985
418.5,2080.9299999999985
419.0,2080.9299999999985
