,fuel
127.0,1647.8299999999979
127.5,1648.0899999999979
128.0,1649.1099999999979
128.5,1649.1099999999979
129.0,1649.1099999999979
129.5,1649.5199999999982
130.0,1649.9699999999982
130.5,1649.9699999999982
131.0,1649.9699999999982
131.5,1649.9699999999982
132.0,1649.9699999999982
132.5,1650.8699999999983
133.0,1651.1399999999983
133.5,1651.4099999999983
134.0,1651.7699999999984
134.5,1652.1599999999983
135.0,1653.3799999999983
135.5,1655.3699999999983
136.0,1655.3999999999983
136.5,1655.5399999999981
137.0,1655.659999999998
137.5,1655.8199999999981
138.0,1656.2799999999982
138.5,1657.0299999999982
139.0,1657.939999999998
139.5,1658.489999999998
140.0,1658.739999999998
140.5,1658.909999999998
141.0,1659.1799999999982
141.5,1659.699999999998
142.0,1660.409999999998
142.5,1660.7999999999981
143.0,1660.8399999999983
143.5,1660.8399999999983
144.0,1660.9299999999985
144.5,1662.1599999999985
145.0,1662.5499999999984
145.5,1662.8899999999983
146.0,1663.2499999999982
146.5,1663.849999999998
147.0,1664.9499999999982
147.5,1665.3199999999981
148.0,1665.369999999998
148.5,1665.369999999998
149.0,1665.5699999999981
149.5,1665.5699999999981
150.0,1665.5699999999981
150.5,1665.7099999999982
151.0,1665.9699999999982
151.5,1666.0199999999982
152.0,1666.679999999998
152.5,1666.679999999998
153.0,1666.679999999998
153.5,1666.799999999998
154.0,1667.479999999998
154.5,1668.2599999999982
155.0,1669.079999999998
155.5,1669.5699999999983
156.0,1671.3699999999983
156.5,1671.7499999999984
157.0,1671.9599999999982
157.5,1672.3299999999983
158.0,1672.7099999999982
158.5,1673.1399999999985
159.0,1673.3599999999985
159.5,1673.3599999999985
160.0,1673.3699999999985
160.5,1674.2699999999984
161.0,1674.9399999999982
161.5,1675.2799999999984
162.0,1675.9299999999982
162.5,1676.3499999999983
163.0,1677.0699999999981
163.5,1677.829999999998
164.0,1678.2499999999984
164.5,1678.3899999999985
165.0,1678.3899999999985
165.5,1679.3099999999984
166.0,1679.3099999999984
166.5,1679.9099999999983
167.0,1681.619999999998
167.5,1682.489999999998
168.0,1682.8599999999979
168.5,1683.3699999999978
169.0,1683.3799999999978
169.5,1683.3799999999978
170.0,1683.529999999998
170.5,1683.849999999998
171.0,1683.849999999998
171.5,1683.849999999998
172.0,1683.849999999998
172.5,1683.939999999998
173.0,1683.939999999998
173.5,1684.0599999999981
174.0,1684.0599999999981
174.5,1684.0599999999981
175.0,1684.119999999998
175.5,1684.119999999998
176.0,1684.2999999999981
176.5,1684.2999999999981
177.0,1684.2999999999981
177.5,1684.949999999998
178.0,1685.3099999999981
178.5,1685.439999999998
179.0,1685.639999999998
179.5,1686.0199999999982
180.0,1686.389999999998
180.5,1687.4799999999982
181.0,1689.1899999999982
181.5,1689.1899999999982
182.0,1689.3199999999986
182.5,1690.0299999999984
183.0,1691.1399999999987
183.5,1691.8599999999985
184.0,1691.9899999999984
184.5,1691.9899999999984
185.0,1692.3499999999985
185.5,1692.7099999999987
186.0,1693.2199999999987
186.5,1693.6499999999987
187.0,1694.6199999999988
187.5,1694.6199999999988
188.0,1694.9399999999987
188.5,1695.7699999999986
189.0,1696.0599999999986
189.5,1696.2399999999984
190.0,1696.7099999999984
190.5,1696.7499999999984
191.0,1696.7499999999984
191.5,1696.7499999999984
192.0,1696.7499999999984
192.5,1697.1799999999985
193.0,1697.9099999999985
193.5,1698.6199999999985
194.0,1699.2399999999986
194.5,1699.7499999999986
195.0,1700.5599999999986
195.5,1700.6099999999985
196.0,1700.9799999999984
196.5,1702.6199999999985
197.0,1703.1899999999985
197.5,1703.5699999999986
198.0,1704.0999999999985
198.5,1704.2299999999987
199.0,1704.6799999999985
199.5,1705.1899999999985
200.0,1705.2199999999984
200.5,1705.3199999999983
201.0,1705.3199999999983
201.5,1705.4499999999982
202.0,1705.4799999999982
202.5,1705.4799999999982
203.0,1705.4799999999982
203.5,1705.4799999999982
204.0,1705.4799999999982
204.5,1705.4999999999982
205.0,1705.4999999999982
205.5,1705.4999999999982
206.0,1705.5099999999982
206.5,1706.4899999999982
207.0,1707.279999999998
207.5,1707.569999999998
208.0,1707.5799999999979
208.5,1707.5799999999979
209.0,1707.7499999999977
209.5,1708.1099999999979
210.0,1708.5399999999977
210.5,1710.0099999999977
211.0,1711.539999999998
211.5,1711.8799999999978
212.0,1711.8799999999978
212.5,1711.989999999998
213.0,1712.7499999999982
213.5,1713.129999999998
214.0,1713.5699999999983
214.5,1713.9899999999984
215.0,1714.4799999999982
215.5,1715.4299999999985
216.0,1715.4399999999985
216.5,1715.4399999999985
217.0,1715.9899999999982
217.5,1717.0899999999983
218.0,1717.4699999999982
218.5,1717.5999999999983
219.0,1718.1299999999985
219.5,1719.7199999999984
220.0,1721.5599999999984
220.5,1721.9999999999984
221.0,1722.7499999999984
221.5,1722.7499999999984
222.0,1723.3199999999986
222.5,1723.7299999999984
223.0,1724.3499999999985
223.5,1724.3499999999985
224.0,1724.3499999999985
224.5,1724.3499999999985
225.0,1724.3499999999985
225.5,1724.3499999999985
226.0,1724.3499999999985
226.5,1724.5299999999988
227.0,1724.969999999999
227.5,1725.3499999999988
228.0,1725.4999999999986
228.5,1725.9599999999987
229.0,1725.9599999999987
229.5,1726.0699999999986
230.0,1726.0699999999986
230.5,1726.0699999999986
231.0,1726.0699999999986
231.5,1726.0899999999986
232.0,1726.0899999999986
232.5,1726.0999999999985
233.0,1726.0999999999985
233.5,1726.0999999999985
234.0,1726.0999999999985
234.5,1726.5899999999986
235.0,1726.5899999999986
235.5,1726.6099999999985
236.0,1726.8999999999985
236.5,1727.3499999999983
237.0,1727.8499999999983
237.5,1728.2699999999984
238.0,1728.2699999999984
238.5,1728.2699999999984
239.0,1728.2699999999984
239.5,1728.2699999999984
240.0,1728.2699999999984
240.5,1728.2699999999984
241.0,1728.2699999999984
241.5,1728.2699999999984
242.0,1728.3099999999984
242.5,1729.9999999999984
243.0,1730.4999999999984
243.5,1731.2099999999984
244.0,1731.4299999999985
244.5,1731.4299999999985
245.0,1731.4299999999985
245.5,1731.8699999999985
246.0,1732.2199999999984
246.5,1732.5699999999986
247.0,1732.9399999999985
247.5,1733.7199999999984
248.0,1736.5899999999983
248.5,1736.9699999999984
249.0,1737.0799999999983
249.5,1737.1299999999983
250.0,1737.1299999999983
250.5,1737.4899999999984
251.0,1737.4899999999984
251.5,1737.4899999999984
252.0,1738.4599999999984
252.5,1738.8499999999983
253.0,1738.8499999999983
253.5,1738.8499999999983
254.0,1738.8499999999983
254.5,1738.8499999999983
255.0,1739.2899999999981
255.5,1739.2899999999981
256.0,1739.2899999999981
256.5,1739.2899999999981
257.0,1739.2899999999981
257.5,1739.2899999999981
258.0,1739.2899999999981
258.5,1739.2899999999981
259.0,1739.629999999998
259.5,1739.629999999998
260.0,1739.629999999998
260.5,1739.629999999998
261.0,1739.629999999998
261.5,1739.629999999998
262.0,1739.6699999999983
262.5,1740.0099999999982
263.0,1740.0099999999982
263.5,1740.0099999999982
264.0,1740.199999999998
264.5,1740.369999999998
265.0,1740.849999999998
265.5,1741.259999999998
266.0,1741.259999999998
266.5,1741.259999999998
267.0,1741.259999999998
267.5,1741.529999999998
268.0,1741.529999999998
268.5,1741.529999999998
269.0,1741.529999999998
269.5,1741.529999999998
270.0,1741.529999999998
270.5,1741.529999999998
271.0,1741.529999999998
271.5,1741.529999999998
272.0,1741.529999999998
272.5,1741.529999999998
273.0,1741.529999999998
273.5,1741.529999999998
274.0,1741.7199999999978
274.5,1742.0599999999977
275.0,1742.3999999999978
275.5,1742.7599999999977
276.0,1742.7599999999977
276.5,1742.7599999999977
277.0,1742.7599999999977
277.5,1742.7599999999977
278.0,1742.7599999999977
278.5,1743.0099999999977
279.0,1743.2699999999977
279.5,1743.2699999999977
280.0,1743.5899999999976
280.5,1743.5899999999976
281.0,1743.6399999999976
281.5,1743.8099999999977
282.0,1743.8099999999977
282.5,1743.8099999999977
283.0,1743.8099999999977
283.5,1743.8099999999977
284.0,1743.8099999999977
284.5,1743.8099999999977
285.0,1744.3299999999977
285.5,1744.3299999999977
286.0,1744.3299999999977
286.5,1744.3299999999977
287.0,1744.4799999999977
287.5,1744.8499999999979
288.0,1745.2299999999977
288.5,1745.2299999999977
289.0,1745.2299999999977
289.5,1745.2299999999977
290.0,1745.2299999999977
290.5,1745.2299999999977
291.0,1745.2299999999977
291.5,1745.2299999999977
292.0,1745.2299999999977
292.5,1745.2299999999977
293.0,1745.5699999999977
293.5,1745.9099999999978
294.0,1746.2199999999978
294.5,1746.2799999999977
295.0,1746.3399999999976
295.5,1746.3399999999976
296.0,1746.3399999999976
296.5,1746.3399999999976
297.0,1746.3799999999976
297.5,1746.4999999999975
298.0,1746.4999999999975
298.5,1746.4999999999975
299.0,1746.4999999999975
299.5,1746.4999999999975
300.0,1746.4999999999975
300.5,1746.4999999999975
301.0,1746.4999999999975
301.5,1746.4999999999975
302.0,1746.4999999999975
302.5,1746.5299999999975
303.0,1746.5599999999974
303.5,1746.5599999999974
304.0,1746.6099999999974
304.5,1746.6099999999974
305.0,1746.8099999999974
305.5,1747.1499999999976
306.0,1747.4999999999975
306.5,1747.8699999999974
307.0,1747.9099999999974
307.5,1748.2599999999975
308.0,1748.6199999999974
308.5,1748.9899999999975
309.0,1749.3799999999974
309.5,1749.7299999999975
310.0,1749.7299999999975
310.5,1749.7299999999975
311.0,1749.7299999999975
311.5,1749.7299999999975
312.0,1749.7299999999975
312.5,1749.7299999999975
313.0,1749.7299999999975
313.5,1749.7299999999975
314.0,1749.7299999999975
314.5,1749.7299999999975
315.0,1749.7299999999975
315.5,1749.7299999999975
316.0,1749.7299999999975
316.5,1749.7299999999975
317.0,1749.7299999999975
317.5,1749.7299999999975
318.0,1749.8899999999976
318.5,1749.8899999999976
319.0,1749.8899999999976
319.5,1749.8899999999976
320.0,1749.8899999999976
320.5,1749.8899999999976
321.0,1750.4499999999975
321.5,1750.4499999999975
322.0,1750.4499999999975
322.5,1750.4499999999975
323.0,1750.4499999999975
323.5,1750.4499999999975
324.0,1750.4499999999975
324.5,1750.4499999999975
325.0,1750.4499999999975
325.5,1750.4499999999975
326.0,1750.4499999999975
326.5,1750.4499999999975
327.0,1750.4499999999975
327.5,1750.4499999999975
328.0,1750.4499999999975
328.5,1750.4499999999975
329.0,1750.4499999999975
329.5,1750.4499999999975
330.0,1750.4499999999975
330.5,1750.4499999999975
331.0,1750.4499999999975
331.5,1750.4499999999975
332.0,1750.4499999999975
332.5,1750.4499999999975
333.0,1750.4499999999975
333.5,1750.4499999999975
334.0,1750.4499999999975
334.5,1750.4499999999975
335.0,1750.4499999999975
335.5,1750.4499999999975
336.0,1750.4499999999975
336.5,1750.4499999999975
337.0,1750.4499999999975
337.5,1750.4499999999975
338.0,1750.4499999999975
338.5,1750.6499999999974
339.0,1750.6499999999974
339.5,1750.7999999999975
340.0,1750.7999999999975
340.5,1750.7999999999975
341.0,1750.7999999999975
341.5,1750.7999999999975
342.0,1750.7999999999975
342.5,1750.7999999999975
343.0,1750.7999999999975
343.5,1750.7999999999975
344.0,1750.7999999999975
344.5,1750.7999999999975
345.0,1750.7999999999975
345.5,1750.7999999999975
346.0,1750.7999999999975
346.5,1750.7999999999975
347.0,1750.7999999999975
347.5,1750.7999999999975
348.0,1750.7999999999975
348.5,1750.7999999999975
349.0,1750.7999999999975
349.5,1750.7999999999975
350.0,1750.7999999999975
350.5,1750.7999999999975
351.0,1750.7999999999975
351.5,1750.7999999999975
352.0,1750.7999999999975
352.5,1750.7999999999975
353.0,1750.7999999999975
353.5,1750.8099999999977
354.0,1751.1699999999976
354.5,1752.3699999999976
355.0,1752.3699999999976
355.5,1752.3699999999976
356.0,1752.3699999999976
356.5,1752.3699999999976
357.0,1752.3699999999976
357.5,1752.3699999999976
358.0,1752.3699999999976
358.5,1752.3699999999976
359.0,1752.3699999999976
359.5,1752.3699999999976
360.0,1752.3699999999976
360.5,1752.3699999999976
361.0,1752.3699999999976
361.5,1752.3699999999976
362.0,1752.3699999999976
362.5,1752.3699999999976
363.0,1752.3699999999976
363.5,1752.3699999999976
364.0,1752.3699999999976
364.5,1752.3699999999976
365.0,1752.3699999999976
365.5,1752.3699999999976
366.0,1752.3699999999976
366.5,1752.4899999999977
367.0,1752.8399999999976
367.5,1753.2099999999978
368.0,1753.5799999999977
368.5,1753.6199999999976
369.0,1753.6199999999976
369.5,1753.6199999999976
370.0,1753.6199999999976
370.5,1753.6199999999976
371.0,1753.6199999999976
371.5,1753.6199999999976
372.0,1753.6199999999976
372.5,1753.6999999999975
373.0,1753.6999999999975
373.5,1753.6999999999975
374.0,1753.6999999999975
374.5,1753.6999999999975
375.0,1753.6999999999975
375.5,1753.6999999999975
376.0,1753.6999999999975
376.5,1753.6999999999975
377.0,1753.6999999999975
377.5,1753.6999999999975
378.0,1753.6999999999975
378.5,1753.6999999999975
379.0,1753.6999999999975
379.5,1753.6999999999975
380.0,1753.6999999999975
380.5,1753.6999999999975
381.0,1753.6999999999975
381.5,1753.6999999999975
382.0,1753.6999999999975
382.5,1753.6999999999975
383.0,1753.6999999999975
383.5,1753.6999999999975
384.0,1753.6999999999975
384.5,1753.6999999999975
385.0,1753.6999999999975
385.5,1753.6999999999975
386.0,1753.6999999999975
386.5,1753.6999999999975
387.0,1753.6999999999975
387.5,1753.6999999999975
388.0,1753.6999999999975
388.5,1753.6999999999975
389.0,1753.6999999999975
389.5,1753.6999999999975
390.0,1753.6999999999975
390.5,1753.6999999999975
391.0,1753.6999999999975
391.5,1753.6999999999975
392.0,1753.6999999999975
392.5,1753.6999999999975
393.0,1753.6999999999975
393.5,1753.6999999999975
394.0,1753.6999999999975
394.5,1753.6999999999975
395.0,1753.6999999999975
395.5,1753.6999999999975
396.0,1753.6999999999975
396.5,1753.6999999999975
397.0,1753.6999999999975
397.5,1753.6999999999975
398.0,1753.6999999999975
398.5,1753.6999999999975
399.0,1753.6999999999975
399.5,1753.6999999999975
400.0,1753.6999999999975
400.5,1753.6999999999975
401.0,1753.6999999999975
401.5,1753.6999999999975
402.0,1753.6999999999975
402.5,1753.6999999999975
403.0,1753.6999999999975
403.5,1753.6999999999975
404.0,1753.6999999999975
404.5,1753.6999999999975
405.0,1753.6999999999975
405.5,1753.6999999999975
406.0,1753.6999999999975
406.5,1753.6999999999975
407.0,1753.6999999999975
407.5,1753.7099999999975
408.0,1754.0699999999974
408.5,1754.4399999999976
409.0,1754.8299999999977
409.5,1754.8299999999977
410.0,1754.8299999999977
410.5,1754.8299999999977
411.0,1754.8299999999977
411.5,1754.8299999999977
412.0,1754.8299999999977
412.5,1754.8299999999977
413.0,1754.8299999999977
413.5,1754.8299999999977
414.0,1754.8299999999977
414.5,1754.8299999999977
415.0,1754.8299999999977
415.5,1754.8299999999977
416.0,1754.8299999999977
416.5,1754.8299999999977
417.0,1754.8299999999977
417.5,1754.8299999999977
418.0,1754.8299999999977
418.5,1754.8299999999977
419.0,1754.8299999999977
419.5,1754.8299999999977
420.0,1754.8299999999977
420.5,1754.8299999999977
421.0,1754.8299999999977
421.5,1754.8299999999977
422.0,1754.8299999999977
422.5,1754.8299999999977
423.0,1754.8299999999977
423.5,1754.8299999999977
424.0,1754.8299999999977
424.5,1754.8299999999977
425.0,1754.8299999999977
425.5,1754.8299999999977
426.0,1754.8299999999977
426.5,1754.8299999999977
427.0,1754.8299999999977
427.5,1754.8299999999977
428.0,1754.8299999999977
428.5,1754.8299999999977
429.0,1754.8299999999977
429.5,1754.8299999999977
430.0,1754.8299999999977
430.5,1754.8299999999977
431.0,1754.8299999999977
431.5,1754.8299999999977
432.0,1754.9099999999976
432.5,1755.2299999999975
433.0,1755.2299999999975
433.5,1755.2299999999975
434.0,1755.2299999999975
434.5,1755.5899999999976
435.0,1755.5899999999976
435.5,1755.5899999999976
436.0,1755.5899999999976
436.5,1755.5899999999976
437.0,1755.5899999999976
437.5,1755.5899999999976
438.0,1755.5899999999976
438.5,1755.5899999999976
439.0,1755.5899999999976
439.5,1755.5899999999976
440.0,1755.5899999999976
440.5,1755.5899999999976
441.0,1755.5899999999976
441.5,1755.5899999999976
442.0,1755.5899999999976
442.5,1755.5899999999976
443.0,1755.5899999999976
443.5,1755.5899999999976
444.0,1755.5899999999976
444.5,1755.5899999999976
445.0,1755.5899999999976
445.5,1755.5899999999976
446.0,1755.5899999999976
446.5,1755.5899999999976
447.0,1755.5899999999976
447.5,1755.5899999999976
448.0,1755.5899999999976
448.5,1755.5899999999976
449.0,1755.5899999999976
449.5,1755.5899999999976
450.0,1755.5899999999976
450.5,1755.5899999999976
451.0,1755.5899999999976
451.5,1755.5899999999976
452.0,1755.5899999999976
452.5,1755.5899999999976
453.0,1755.5899999999976
453.5,1755.5899999999976
454.0,1755.5899999999976
454.5,1755.5899999999976
455.0,1755.5899999999976
455.5,1755.5899999999976
456.0,1755.5899999999976
456.5,1755.5899999999976
457.0,1755.5899999999976
457.5,1755.5899999999976
458.0,1755.5899999999976
458.5,1755.5899999999976
459.0,1755.5899999999976
459.5,1755.5899999999976
460.0,1755.5899999999976
460.5,1755.5899999999976
461.0,1755.5899999999976
461.5,1755.9099999999976
462.0,1755.9099999999976
462.5,1755.9099999999976
463.0,1755.9099999999976
463.5,1755.9099999999976
464.0,1755.9099999999976
464.5,1755.9099999999976
465.0,1755.9099999999976
465.5,1755.9099999999976
466.0,1755.9099999999976
466.5,1755.9099999999976
467.0,1755.9099999999976
467.5,1755.9099999999976
468.0,1755.9099999999976
468.5,1755.9099999999976
469.0,1755.9099999999976
469.5,1755.9099999999976
470.0,1755.9099999999976
470.5,1755.9099999999976
471.0,1755.9099999999976
471.5,1755.9099999999976
472.0,1755.9099999999976
472.5,1755.9099999999976
473.0,1755.9099999999976
473.5,1755.9099999999976
474.0,1755.9099999999976
474.5,1755.9099999999976
475.0,1755.9099999999976
475.5,1755.9099999999976
476.0,1755.9099999999976
476.5,1755.9099999999976
477.0,1755.9099999999976
477.5,1755.9099999999976
478.0,1755.9099999999976
478.5,1755.9099999999976
479.0,1755.9099999999976
479.5,1755.9099999999976
480.0,1755.9099999999976
480.5,1755.9099999999976
481.0,1755.9099999999976
481.5,1755.9099999999976
482.0,1755.9099999999976
482.5,1755.9099999999976
483.0,1755.9099999999976
483.5,1755.9099999999976
484.0,1755.9099999999976
484.5,1755.9099999999976
485.0,1755.9099999999976
485.5,1755.9099999999976
486.0,1755.9099999999976
486.5,1755.9099999999976
487.0,1755.9099999999976
487.5,1755.9099999999976
488.0,1755.9099999999976
488.5,1755.9099999999976
489.0,1755.9099999999976
489.5,1755.9099999999976
490.0,1755.9099999999976
490.5,1755.9099999999976
491.0,1755.9099999999976
491.5,1755.9099999999976
492.0,1755.9099999999976
492.5,1755.9099999999976
493.0,1755.9099999999976
493.5,1755.9099999999976
494.0,1755.9099999999976
494.5,1755.9099999999976
495.0,1755.9099999999976
495.5,1755.9099999999976
496.0,1755.9099999999976
496.5,1755.9099999999976
497.0,1755.9099999999976
497.5,1755.9099999999976
498.0,1755.9099999999976
498.5,1755.9099999999976
499.0,1755.9099999999976
499.5,1755.9099999999976
500.0,1755.9099999999976
500.5,1755.9099999999976
501.0,1755.9099999999976
501.5,1755.9099999999976
502.0,1755.9099999999976
502.5,1755.9099999999976
503.0,1755.9099999999976
503.5,1755.9099999999976
504.0,1755.9099999999976
504.5,1755.9099999999976
505.0,1755.9099999999976
505.5,1755.9099999999976
506.0,1755.9099999999976
506.5,1755.9099999999976
507.0,1755.9099999999976
507.5,1755.9099999999976
508.0,1755.9099999999976
508.5,1755.9099999999976
509.0,1755.9099999999976
509.5,1755.9099999999976
510.0,1755.9099999999976
510.5,1755.9099999999976
511.0,1755.9099999999976
511.5,1755.9099999999976
512.0,1755.9099999999976
512.5,1755.9099999999976
513.0,1755.9099999999976
513.5,1755.9099999999976
514.0,1755.9099999999976
514.5,1755.9099999999976
515.0,1755.9099999999976
515.5,1755.9099999999976
516.0,1755.9099999999976
516.5,1755.9099999999976
517.0,1755.9099999999976
517.5,1755.9099999999976
518.0,1755.9099999999976
518.5,1755.9099999999976
519.0,1755.9099999999976
519.5,1755.9099999999976
520.0,1755.9099999999976
520.5,1755.9099999999976
521.0,1755.9099999999976
521.5,1755.9099999999976
522.0,1755.9099999999976
522.5,1755.9099999999976
523.0,1755.9099999999976
523.5,1756.1299999999976
524.0,1756.1299999999976
524.5,1756.1299999999976
525.0,1756.1299999999976
525.5,1756.1299999999976
526.0,1756.1299999999976
526.5,1756.1299999999976
527.0,1756.1299999999976
527.5,1756.1299999999976
528.0,1756.1299999999976
528.5,1756.1299999999976
529.0,1756.1299999999976
529.5,1756.1299999999976
530.0,1756.1299999999976
530.5,1756.1299999999976
531.0,1756.1299999999976
531.5,1756.1299999999976
532.0,1756.1299999999976
532.5,1756.1299999999976
533.0,1756.1299999999976
533.5,1756.1299999999976
534.0,1756.1299999999976
534.5,1756.1299999999976
535.0,1756.1299999999976
535.5,1756.1299999999976
536.0,1756.1299999999976
536.5,1756.1299999999976
537.0,1756.1299999999976
537.5,1756.1299999999976
538.0,1756.1299999999976
538.5,1756.1299999999976
539.0,1756.1299999999976
539.5,1756.1299999999976
540.0,1756.1299999999976
540.5,1756.1299999999976
541.0,1756.1299999999976
541.5,1756.1299999999976
542.0,1756.1299999999976
542.5,1756.1299999999976
543.0,1756.1299999999976
543.5,1756.1299999999976
544.0,1756.1299999999976
